title,text
So-yeon Jang,Peninsula
Do Won Kwak,A Company Man
Keijirô Morozumi,The Human Condition III: A Solider's Prayer
Keijirô Morozumi,Street Mobster
GloZell Green,Trolls
GloZell Green,Escape the Night
Tuc Watkins,The Mummy
Tuc Watkins,Infested
Jerry Adler,Manhattan Murder Mystery
Jerry Adler,"Synecdoche, New York"
Melissa Bolona,The Hurricane Heist
Melissa Bolona,The Final Wish
Theo James,Underworld: Awakening
Theo James,War On Everyone
Samuel Roukin,Solomon Kane
Samuel Roukin,Harry Potter and the Deathly Hallows: Part 1
Aleksandar Jovanovic,The Titan
Buster Keaton,The Haunted House
Buster Keaton,Cops
Michelle Ray Smith,Inkubus
Eileen Brennan,Jeepers Creepers
Eileen Brennan,Comic Book Villains
Gajirô Satô,The Killing Game
Gajirô Satô,The Ninja Wars
Remo Capitani,The Unholy Four
Remo Capitani,The Grand Duel 
MyAnna Buring,The Descent
MyAnna Buring,Credo
Hakuô Matsumoto,Samurai Assassin
Hakuô Matsumoto,Samurai VS Bandit Squadron
Sergio Ruggeri,Keoma
Kenneth McMillan,Dune
Kenneth McMillan,Cat's Eye
Kentucker Audley,Ain't Them Bodies Saints
Nicole Muñoz,Baby Sellers
Nicole Muñoz,Sorority Murder
Tom Gulager,The Candidate
Tom Gulager,Feast 3: Happy Finish
Ian Tracey,Stakeout
Ian Tracey,Dead Rising: Endgame
Lindsay Maxwell,Decoys 2: Alien Seduction
Lindsay Maxwell,Killer Body
Darlene Lucht,Five Bloody Graves
Erica Gavin,Beyond the Valley of the Dolls
Blu Mankuma,Malone
Blu Mankuma,2012
Ken Sawaaki,Orgies of Edo
Ken Sawaaki,Yakuza Law
Nancy Borgenicht,"Silent Night, Deadly Night"
Nancy Borgenicht,Halloween 4: The Return of Michael Myers
Jeff Mash,Byzantium
Jeff Mash,Dark Shadows
Jonathon Young,Firestorm
Jonathon Young,The Fog
Conor Leslie,Campus Code
Conor Leslie,Dark Web: Cicada 3301
Thaao Penghlis,Les Patterson Saves the World
Lydia Wilson,Star Trek Beyond
Lydia Wilson,Still
Ed Krieger,Child's Play 2
Don Pugsley,Near Dark
Don Pugsley,Child's Play 2
Julianne Tura,Bloody Bloody Bible Camp
Julianne Tura,Chastity Bites
Lindsey Morgan,Detention
Greer Grammer,Altitude
Brian Brown,The Missing
Brian Brown,The Ballad of Buster Scruggs
Dick Durock,The Poseidon Adventure
Dick Durock,The Enforcer
Michael Chong,To Live and Die in L.A.
Michael Chong,Rapid Fire
James Biberi,Drive
James Biberi,Dead Man Down
Melissa McCarthy,Can You Ever Forgive Me?
Melissa McCarthy,Thor: Love and Thunder
Arthur Lovegrove,Yesterday's Enemy
Thom Bray,Prince of Darkness
Thom Bray,DeepStar Six
Chester Rushing,Haunting on Fraternity Row
Chester Rushing,Monster Party
Renee Jones,Deadly Lessons
Renee Jones,Friday the 13th Part VI: Jason Lives
David Oxley,The Hound of the Baskervilles
David Oxley,Yesterday's Enemy
Tone Loc,Posse
Tone Loc,Titan AE
Phoebe Nicholls,The Elephant Man
Kelly Thordsen,There Was a Crooked Man...
Danny Kamekona,Robot Jox
Anne Leighton,Cyrus: Mind of a Serial Killer
Jayson Blair,Detention of the Dead
Jayson Blair,Haunting on Fraternity Row
Kevin Dunn,Keeping Up with the Joneses
Kevin Dunn,You may not kissing the bride
Claire Dodd,Journal of a Crime
Claire Dodd,Slightly Honorable
Paul Walter Hauser,Richard Jewell
Molly Tarlov,Haunting on Fraternity Row
Molly Tarlov,Scream
Mary Alice Risener,Haunting on Fraternity Row
Mary Alice Risener,Gothic Harvest
Emmett Scanlan,Guardians of the Galaxy
Emmett Scanlan,Breakdown
Mitchell Kosterman,When Danger Follows You Home
Mitchell Kosterman,White Noise
Margaret Rawlings,Hamlet
Jean Peters,Anne of the Indies
Jean Peters,Vicki
Brian Huskey,Tarzan
Brian Huskey,This is the End
Howard Busgang,Killer Party
Edwin Craig,Hellbound: Hellraiser II
Edwin Craig,Batman
Fra Fee,Pixie
Erin Cummings,Dark House
Erin Cummings,Cold Comes the Night
Michael Paul Chan,Rapid Fire
Michael Paul Chan,The Ghost
Robb Wells,Hobo with a Shotgun
Robb Wells,Would You Rather
Jennifer Pudavick,Faces in the Crowd
King Moody,Teenagers from Outer Space
King Moody,Five Minutes to Love
Claudia Cardinale,Cartouche
Alex Montoya,The Flight of the Phoenix
Alex Montoya,The Appaloosa
Callum Turner,Assassin's Creed
Lyndon Brook,Above Us The Waves
Lyndon Brook,Invasion
Richard H. Cutting,The Great Jesse James Raid
Richard H. Cutting,Attack of the Crab Monsters
Lindsay Taylor,Hellraiser: Inferno
Lindsay Taylor,Accused at 17
Apollonia Vanova,Kill Switch
Kevin Chamberlin,Road to Perdition
Jackson Rathbone,Pray for Morning
Jackson Rathbone,The Twilight Saga: Breaking Dawn Part 2
Frances Sternhagen,See You in the Morning
Frances Sternhagen,The Mist
Felisha Terrell,The Lookalike
Roy Alon,The Long Good Friday
Roy Alon,Never Say Never Again
Keenan Tracey,
Keenan Tracey,A Beautiful Place to Die:  A Martha's Vineyard Mystery
Isaac Hayes,Escape from New York
Isaac Hayes,Posse
Teach Grant,Leprechaun Origins
Teach Grant,It Chapter Two
Luciano Catenacci,"Kill, Baby... Kill!"
Luciano Catenacci,357 Magnum
Lucky Johnson,Carter & June
Lucky Johnson,Queen & Slim
Stu Riley,Kick-Ass
Stu Riley,Violet & Daisy
Al Berry,Halloween III: Season of the Witch
Al Berry,Re-Animator
Charlie Hofheimer,Black Hawk Down
Charlie Hofheimer,Would You Rather
Mona Washbourne,Cast A Dark Shadow
Mona Washbourne,A Stranger In Town
Anne Wiazemsky,Au hasard Balthazar
Anne Wiazemsky,The Seed of Man
Karoline Herfurth,Perfume: The Story of a Murderer
Karoline Herfurth,Passion
Doona Bae,Cloud Atlas
Wanda Hendrix,Confidental Agent
Shane West,Dracula 2000
Shane West,Red Sands
Michael Sorich,Lily C.A.T.
Michael Sorich,Resident Evil: Degeneration​
Valentina de Angelis,Bereavement
Valentina de Angelis,The Midnight Game
Paul Schulze,Don't Say a Word
Paul Schulze,Mimic 2
Shay Duffin,Leprechaun
Shay Duffin,Head Above Water
Andy Richter,Cabin Boy
Andy Richter,"Frank Mcklusky, C.I."
Peyton List (I),Bereavement
Peyton List (I),Justice League Dark: Apokolips War
David Ursin,Critters 2: The Main Course
Doris Kunstmann,Hitler: The Last Ten Days
Christopher Matthews,Star Wars: Episode IV A New Hope
Troy Evans,Halloween 5: The Revenge of Michael Myers
Troy Evans,Ace Ventura: Pet Detective
Bernat Muñoz,Rec 3: Génesis
Bernat Muñoz,Opciones
Reed Birney,Mired
Reed Birney,The Hunt
Giovanni Petrucci,Tragic Ceremony
Giovanni Petrucci,Sex of the Witch
Malick Bowens,The Believers
Jean Rougerie,Buffet froid
Jean Rougerie,A View to a Kill
Jessica Walter,Play Misty for Me
Jessica Walter,She's Dressed to Kill
John Gabriel (II),The Pursuers
John Gabriel (II),The Edgar Wallace Mystery Theatre: The Share Out
Lisa Freeman,Friday the 13th: The Final Chapter
Lisa Freeman,Savage Streets
Susannah Hoffmann,The Brain
Susannah Hoffmann,Pay the Ghost
Joyce Van Patten,Monkey Shines
Camilla More,The Dark Side Of The Moon
Shayne Wyler,Thirteen Ghosts
Shayne Wyler,Weirdsville
Joan Freeman,Warhead
Joan Freeman,Friday the 13th: The Final Chapter
Lawrence Monoson,Friday the 13th: The Final Chapter
Lawrence Monoson,And the Band Played On
Peter Barton,Hell Night
Richard Young,Friday the 13th Part V: A New Beginning
Richard Young,An Innocent Man
David Richmond-Peck,Smokin' Aces 2: Assassins' Ball
Jacque Gray,Looking Glass
Jacque Gray,The Night Clerk
Richard Vidan,Scarecrows
Richard Vidan,Auntie Lee’s Meat Pies
Man-sik Jeong,The Tiger: An Old Hunter's Tale
Man-sik Jeong,The Swordsman
Killian Donnelly,Les Miserables in Concert: The 25th Anniversary
Betsy Palmer,Queen Bee
Betsy Palmer,Friday the 13th
Olivier Rabourdin,Taken 2
Olivier Rabourdin,Burn Out
Rafael Campos,Agent for H.A.R.M.
Rafael Campos,The Astro-Zombies
Oliver Johnston,The Edgar Wallace Mystery Theatre: Backfire!
Oliver Johnston,It!
Alison Elliott,The Spitfire Grill
Alison Elliott,The Wings of the Dove
Walt Gorney,King Kong
Walt Gorney,Friday the 13th Part 2
Carlo Monni,Contamination
Carlo Monni,The Scorpion with Two Tails
Anika Noni Rose,Khumba
Anika Noni Rose,Assassination Nation
Russell Todd,Friday the 13th Part 2
Russell Todd,Chopping Mall
Erika Remberg,Circus of Horrors
Erika Remberg,Cave of the Living Dead
Marta Kober,Friday the 13th Part 2
Marta Kober,Slumber Party Massacre III
Christian Contreras,Wrong Turn 3: Left For Dead
Lauren-Marie Taylor,Friday the 13th Part 2
Lauren-Marie Taylor,Girls Nite Out
Morven Christie,House of 9
James Saito,Teenage Mutant Ninja Turtles
James Saito,The Hunted
Rob Malone,Vikings
Rob Malone,
Ed Birch,The Hurricane Heist
Lucy Boynton,The Blackcoat's Daughter
Lucy Boynton,I Am the Pretty Thing That Lives in the House
Harry O'Reilly,Hamburger Hill
Harry O'Reilly,Billy Bathgate
Bruna Abdullah,Billa 2
Johannes Grenzfurthner,Traceroute:
Johannes Grenzfurthner,Glossary of Broken Dreams:
Vernon Washington,The Dark
Vernon Washington,Friday the 13th Part V: A New Beginning
Dan Renton Skinner,High-Rise
Dan Renton Skinner,Prevenge
Algee Smith,The Hate U Give
Liisa Repo-Martell,The English Patient
Liisa Repo-Martell,Lavender
Michael Swan,Friday the 13th Part VI: Jason Lives
Michael Swan,Midnight Movie
Nancy Kwan,The Corrupt Ones
Nancy Kwan,The Wrecking Crew
Alan Blumenfeld,Friday the 13th Part VI: Jason Lives
Alan Blumenfeld,Problem Child 2
Liv Lindeland,Guns
Jim Bannon,Renegades
Derek Magyar,No One Lives
Derek Magyar,Phantom
Mark Lewis,6 Bullets
David Holbrook,Creepshow 2
David Holbrook,A Return to Salem's Lot
Jimmy Lydon,Death of a Gunfighter
Duncan Pow,Dark Signal
Duncan Pow,Rogue One
Olwen Fouéré,Mandy
Olwen Fouéré,Nightflyers
Josh Pais,Leaves of Grass
Josh Pais,
Greg Kriek,Momentum
Greg Kriek,Don't Look Up
Wallace Merck,Friday the 13th Part VI: Jason Lives
Wallace Merck,RoboCop 2
Daniela Bianchi,Operation Gold
Daniela Bianchi,Requiem for a Secret Agent
Maggie Castle,Weirdsville
Maggie Castle,The Mad
Kei Tanaka,Tajomaru
Ron Sloan,Friday the 13th Part V: A New Beginning
Ron Sloan,13 Fanboy
Elizabeth Russell,A Scream in the Dark
Greg Dunham,The Night Watchman
Greg Dunham,The Lookout
Cara Seymour,Gangs of New York
Brian Leckner,Jack Frost
Brian Leckner,Mimic 2
John Van Eyssen,Horror of Dracula
John Van Eyssen,The Edgar Wallace Mystery Theatre: Partners in Crime
Eddie Juaregui,The Alamo
John Hudkins,The Alamo
John Hudkins,The Outlaw Josey Wales
Kiersey Clemons,Flatliners
Kiersey Clemons,Antebellum
Nathaniel Arcand,Ginger Snaps Back: The Beginning
Nathaniel Arcand,Cold Pursuit
Andreas Apergis,Riddick
Matt Mercurio,Ten: Murder Island
Matt Mercurio,Hell Fest
Michael Reisz,Metropolis
Michael Reisz,Cowboy Bebop The Movie
Benji Wilhoite,Sleepaway Camp II: Unhappy Campers
Benji Wilhoite,Glory
Anthony Barrile,Friday the 13th Part V: A New Beginning
Anthony Barrile,Hamburger Hill
Assumpta Serna,Matador
Assumpta Serna,"I, the Worst of All"
Drew Scheid,Fear Street Part Two: 1978
Uriel Emil,6 Bullets
Yayoi Watanabe,Female Prisoner #701: Scorpion
Yayoi Watanabe,Wolf Guy
Hugo Speer,Deathwatch
Hugo Speer,The Interpreter
Rob Thompson,Dear God No!
Rob Thompson,Frankenstein Created Bikers
Cassandra Ebner,The Babysitter
Cassandra Ebner,Dying to Be You
Matt Roth,Blink
Ted Gehring,The Culpepper Cattle Co.
Ted Gehring,The Hindenburg
Michelle Nicastro,The Swan Princess
Michelle Nicastro,The Swan Princess: The Mystery of the Enchanted Kingdom
Mike Christopher,Dawn of the Dead
Mike Christopher,Plan 9
Karrie Emerson,Evils of the Night
Karrie Emerson,Chopping Mall
Tatsumi Hijikata,Horrors of Malformed Men
Tatsumi Hijikata,Blind Woman's Curse
Yoriko Dôguchi,Devilman
Yoriko Dôguchi,Silence
Harry Lauter,Good Day For A Hanging
Harry Lauter,The Gunfight At Dodge City
Gino Picciano,World War Z
Gino Picciano,Crooked House
Jim Baffico,Dawn of the Dead
Jim Baffico,Silver Bullet
Justina Machado,The Purge: Anarchy
Justina Machado,Finders Keepers
Jean-Claude La Marre,Fresh
Andy Stahl,The Mist
Zitto Kazann,Trackdown
Zitto Kazann,Waterworld
Anna Shields,The Executioners
Anna Shields,Lake Artifact
Yô Ôizumi,I Am A Hero
Yô Ôizumi,Tokyo Ghoul
Kari Matchett,Cube²: Hypercube
Kari Matchett,Code 8
Alex Serra,Demons
Alex Serra,Ladyhawke
Mark Venturini,Friday the 13th Part V: A New Beginning
Remington Jay Perregaux,Gotham
Claudio Nicastro,The Boss
Claudio Nicastro,Rome Armed to the Teeth
Claudia Lee,Haunting on Fraternity Row
Kathryn Meisle,Bereavement
Adam James,Mother of Tears
Adam James,A Little Chaos
Norman Wooland,Romeo And Juliet
Amy Shiels,Slaughter
Amy Shiels,Citadel
Nicholas Campbell,Killing 'em Softly
Nicholas Campbell,The Dead Zone
Susanne Benton,Best Friends
Susanne Benton,A Boy and His Dog
A Martinez,Walking The Edge
A Martinez,Curse of Chucky
Adam Hurtig,Curse of Chucky
Adam Hurtig,Cult of Chucky
Kyle Nobess,Cold Pursuit
Craig Bierko,The Long Kiss Goodnight
Craig Bierko,The Thirteenth Floor
Cliff Osmond,Sweet Sugar
Cliff Osmond,Shark's Treasure
Margaret Lockwood,The Man in Grey
Margaret Lockwood,The Wicked Lady
John Waters (Australian),Summerfield
John Waters (Australian),Attack Force Z
Andrea Marcovicci,Spacehunter: Adventures in the Forbidden Zone
Andrea Marcovicci,Jack the Bear
Cade Woodward,A Quiet Place
Cade Woodward,Avengers: Endgame
Paris Hilton,Nine Lives
Paris Hilton,House of Wax
Rebecca Gibel,The Shadow Walkers
Rebecca Gibel,Don't Look Up
Chris Sullivan,Morgan
Chris Sullivan,Guardians of the Galaxy Vol. 2
Taso N. Stavrakis,Dawn of the Dead
Taso N. Stavrakis,Day of the Dead
Billy Chow,Once Upon a Time in China IV
Billy Chow,Fist of Legend
Linda Boyce,The Curse of Her Flesh
Linda Boyce,A Thousand Pleasures
Gladys Reyes,Ikaw na Sana: The Movie
Gladys Reyes,Felix Manalo
Roy Barcroft,"Haunted Harbor Ch. 15, Crucible of Justice"
Roy Barcroft,The Spoilers
Margarita Levieva,The Invisible
Margarita Levieva,Inherit the Viper
Isla Blair,Battle of Britain
Isla Blair,Taste the Blood of Dracula
Swoosie Kurtz,A Shock to the System
Swoosie Kurtz,And the Band Played On
Matt Smith,Womb
Matt Smith,Last Night in Soho
Richard Bucher,Hostiles 
Richard Bucher,The Ballad of Buster Scruggs
Georgia King,Tormented
Georgia King,Kill Your Friends
Len Cariou,Never Talk to Strangers
Len Cariou,1408
Dennis Waterman,School For Unclaimed Girls
Dennis Waterman,Man In The Wilderness
Wataru Shihôdô,Godzilla: Final Wars
Wataru Shihôdô,Outrage Coda
Angela Nicholas,Psychos in Love
Angela Nicholas,Alien Space Avenger
Michael James Shaw,
Nicole Scherzinger,Men in Black 3
Nicole Scherzinger,Moana
Carlee Baker,Wicked Lake
Elsa Zabala,Tragic Ceremony
Elsa Zabala,Vengeance of the Zombies
Norma Kastel,Vengeance of the Zombies
Norma Kastel,School of Death
Pamela Prati,Ironmaster
Pamela Prati,Hercules II
Ingrid Rabel,Hunchback of the Morgue
Ingrid Rabel,Vengeance of the Zombies
Walker Babington,The Magnificent Seven
Walker Babington,
Ryan Brown,The Magnificent Seven
Ryan Brown,The Ballad of Buster Scruggs
Kyle Davis,Friday the 13th
Kyle Davis,Shortwave
Sofia Andres,She's Dating the Gangster
Sofia Andres,Bloody Crayons
Lisa Catara,Truth or Dare
Lisa Catara,Escape the Night
Mark Gibson,Bitten
Landon Liboiron,Altitude
Landon Liboiron,Truth or Dare
Sam Lerner,Project Almanac
Sam Lerner,Truth or Dare
Frank C. Turner,The Fly II
Frank C. Turner,Alone in the Dark
Bess Rous,Darkroom
Bess Rous,Ghostbusters
Akira Oda,Jongara
Akira Oda,The Bullet Train
Jaeden Lieberher,The Book Of Henry
Jaeden Lieberher,It Chapter Two
Gaylen Ross,Creepshow
Gaylen Ross,Madman
Aleks Mikic,Preacher: Messiah's
Ashton Holmes,Wind Chill
Ashton Holmes,The Divide
Sam Troughton,The Ritual
Paul Sparks,Mud
Paul Sparks,Thoroughbreds
Sharisse Baker-Bernard,Blowback
Tim Rose,Star Wars Episode VI: Return of the Jedi
Tim Rose,Star Wars Episode VIII: The Last Jedi
June Clayworth,The Truth About Anger
June Clayworth,Dick Tracey Meets Gruesome
Lindsey Axelsson,Cabin Fever 2: Spring Fever
Lindsey Axelsson,The Killing Jar
Maya Massar,The Uninvited
Maya Massar,The Cabin in the Woods
Alex Van,The Crazies
Mien Fang,The Chinese Boxer
Mien Fang,King Boxer
Camilla Bertinato,The Path
Camilla Bertinato,Orgoglio e sensualità
Susan Ruttan,Bad Dreams
Susan Ruttan,Dead Air
Lung Yu,The Chinese Boxer
Lung Yu,King Boxer
Emilia Fox,Mum's List
Tracey Bonner,Greenland
Eun-kyung Shim,Train to Busan
Eun-kyung Shim,Seoul Station
Eui-sung Kim,Assassination
Eui-sung Kim,Train to Busan
Calvin Lockhart,The Beast Must Die
Calvin Lockhart,Predator 2
Arthur Gross,The Day Of The Triffids
Terence De Marney,Dual Alibi
Terence De Marney,"Die, Monster, Die!"
Vincent DiSante,13 Fanboy
Vincent DiSante,Jason Rising: A Friday the 13th Fan Film
Zoey Deutch,Vincent N Roxxy
Zoey Deutch,Before I Fall
Mako Midori,Sleepy Eyes of Death: Into the Spiders Lair
Mako Midori,Blind Beast
Paul Braunstein,The Thing
Paul Braunstein,Jigsaw
John Beasley,Spell
Ben Mansfield,Battlefield 1
Scott Mescudi,Vincent N Roxxy
Scott Mescudi,Bill & Ted Face the Music
Joey Bicicchi,Vincent N Roxxy
Joey Bicicchi,The Rake
Kristofer Hivju,The Thing
Kristofer Hivju,The Fate of the Furious
Adelaide Kane,Donner Pass
Adelaide Kane,The Devil's Hand
Jacqueline Jones,The Edgar Wallace Mystery Theatre: Incident At Midnight
Natacha Régnier,Criminal Lovers
April Grace,I Am Legend
April Grace,Joker
Juan Riedinger,Black Christmas
Juan Riedinger,Aliens vs Predator: Requiem
Christine Bently,Shark Night
Christine Bently,Ghost of Goodnight Lane
Pablo Rosso,Rec
Pablo Rosso,Rec 2
Yumiko Nogawa,Story of a Prostitute
Yumiko Nogawa,Shinsengumi
Betsy Soo,Mission of Justice
Macy Gray,Scary Movie 3
Macy Gray,Shadowboxer
Charlie O'Connell,2-Headed Shark Attack
Charlie O'Connell,Staged Killer
Sandra Dorsey,Grizzly
Sandra Dorsey,Sleepaway Camp III: Teenage Wasteland
Jake Dengel,At Close Range
Jake Dengel,Prayer of the Rollerboys
Brian Glover,Alien 3
Brian Glover,Royal Deceit
Ricco Ross,Aliens
Deborah Richter,Cyborg
Richard Brooker,Friday the 13th Part 3
Richard Brooker,Deathstalker
Ricardo Hoyos,The Belko Experiment
Ricardo Hoyos,Truth or Dare
Olivia Thirlby,United 93
Olivia Thirlby,Damascus Cover
Hollie Doker,Cross
Hollie Doker,Abraham Lincoln: Vampire Hunter
Sheri Foster,U Turn
Sheri Foster,Mohawk
Claudia Silva,Rec
Claudia Silva,Rec 2
Alex Huynh,Don't Look Up
Katie Booth,Tell Me How I Die
Katie Booth,Victor Crowley
Harold Scott,The 20 Questions Murder Mystery
Ryland Alexander,13 Eerie
Ryland Alexander,WolfCop
Corinne Conley,WolfCop
Corinne Conley,A Christmas Horror Story
Chung-Hsin Huang,The Chinese Connection
Chung-Hsin Huang,The Way of the Dragon
Cleo King,Dogville
Cleo King,The Bye Bye Man
Natascha McElhone,Killing Me Softly
Caroline Keenan,The Day After Tomorrow
Leah McKendrick,All I Need
Leah McKendrick,Misconduct
Howard Petrie,Border River
Howard Petrie,The Bounty Hunter
Russell Napier,The Narrowing Circle
Russell Napier,Robbery Under Arms
Jenn Proske,Sexting In Suburbia
Jack Lord,The Court Martial of Billy Mitchell
Jack Lord,Man of the West
Brian Jackson,Gorgo
Brian Jackson,The Deadly Females
DeRay Davis,Scary Movie 4
DeRay Davis,21 Jump Street
William Ragsdale,Road House 2: Last Call
William Ragsdale,The Reaping
David Palffy,Storm
David Palffy,House of the Dead
Bruce Lee,Marlowe
Bruce Lee,The Chinese Connection
Dinah Manoff,Ordinary People
Dinah Manoff,Child's Play
Geoffrey Frederick,633 Squadron
Poppy Drayton,Unhallowed Ground
Tracy Pollan,A Stranger Among Us
Kelly Wolfman,The Haunting in Connecticut
Hilary Duff,"War, Inc."
Hilary Duff,The Haunting of Sharon Tate
Billy Gallo,10th & Wolf
Christopher Murney,Maximum Overdrive
Christopher Murney,Barton Fink
Kathleen Munroe,Survival of the Dead
Kathleen Munroe,The Void
Jon Bass,American Horror Story
Diego Cataño,Desierto
Aimee-Lynn Chadwick,Return of the Living Dead: Rave to the Grave
Aimee-Lynn Chadwick,Chromeskull: Laid to Rest 2
Erik J. Berg,The Haunting in Connecticut
Erik J. Berg,Silent Night
Weronika Rosati,Largo Winch II: The Burma Conspiracy
Weronika Rosati,USS Indianapolis: Men of Courage
Spragga Benz,Shottas
Nijirô Murakami,As the Gods Will
Maria Romano,Women's Prison Massacre
Maria Romano,The Final Executioner
Catherine Finn,The Deadly Bees
Catherine Finn,Torture Garden
Jonathan Bergeron,Death Wish
Alessandro Haber,Who Saw Her Die?
Alessandro Haber,Man on Fire
Andrew Shue,The Rainmaker
Linda Cardellini,The Unsaid
Linda Cardellini,Avengers: Endgame
Tony Cox,Epic Movie
Tony Cox,The Warrior's Way
Robert MacKenzie,Womaneater
Max Grodénchik,The Rocketeer
Max Grodénchik,Sister Act
Tony Nappo,Saw II
Tony Nappo,Mother's Day
Ruben Santiago-Hudson,Blown Away
Ruben Santiago-Hudson,Shaft
William Sylvester,"Albert, R.N."
William Sylvester,Whirlpool
Philip Saville,Murder at 3am
Philip Saville,Bang! You're Dead
Nobuya Shimamoto,The Day After Tomorrow
Nobuya Shimamoto,Midway
Jeremy Crutchley,The Mangler
Jeremy Crutchley,Doomsday
Adrian Dunbar,The Crying Game
Alan Scarfe,Double Impact
Alan Scarfe,Sanctuary
Chad Donella,Final Destination
Chad Donella,Saw: The Final Chapter
Karishma Ahluwalia,Grimm
Jack Rodney,The Edgar Wallace Mystery Theatre: The Share Out
Jack Rodney,The Devil Ship Pirates
Kate del Castillo,No Good Deed
Kate del Castillo,Bad Boys for Life
Matt Doran,The Thin Red Line
Matt Doran,The Matrix
Ian Bliss,The Matrix Reloaded
Ian Bliss,The Matrix Revolutions
Roy Chiao,Golden Needles
Roy Chiao,The Protector
Nick Savage,Friday the 13th Part 3
Nick Savage,Fright Night
Betty Ross Clarke,Murders in the Rue Morgue
Barry Foster,The Edgar Wallace Mystery Theatre: Playback
Ewa Aulin,Blood Ceremony
Ewa Aulin,Death Smiles on a Murderer
Barry J. Ratcliffe,The Penny Dreadful Picture Show
George Pravda,The Edgar Wallace Mystery Theatre: Playback
George Pravda,Frankenstein Must be Destroyed
Lindsey Ginter,Beverly Hills Cop III
Lindsey Ginter,Mercury Rising
Jo Anne Meredith,The Don Is Dead
Jo Anne Meredith,Invisible Strangler
Alice Parkinson,Sanctum
Alyshia Ochse,Bad Sister
Alyshia Ochse,Their Killer Affair
Andrea Bosic,Day of Anger
Ennio Balbo,Day of Anger
Ennio Balbo,Street People
Giancarlo Bastianoni,Bandidos
Giancarlo Bastianoni,Day of Anger
Rebecca Spence,Candyman
Mary Lynn Rajskub,Serial Slayer
Patricia Jessel,Horror Hotel
Patricia Jessel,A Jolly Bad Fellow
Irina Demick,Naked Girl Killed in Park
Doutzen Kroes,Justice League
Shirley Temple,Dimples
Shirley Temple,That Hagen Girl
Ji-hyun Jun,The Berlin File
Ji-hyun Jun,Assassination
Efrem Zimbalist Jr.,The Crowded Sky
Efrem Zimbalist Jr.,The Reward
Frank Wilcox,The Black Dakotas
Frank Wilcox,The Man From God's Country
John Bluthal,Casino Royale
John Bluthal,The Fifth Element
Gregory Harrison,Body Chemistry II: Voice of a Stranger
Gregory Harrison,"Give'em Hell, Malone"
Robert Jaffe,Creature
Benjamin Easterday,Sink Hole
Benjamin Easterday,Fire Twister
Eleonora Rossi Drago,In the Folds of the Flesh
Anthony Starke,License to Kill
Anthony Starke,Nowhere to Run
Hannah Murray,Dark Shadows
Hannah Murray,The Numbers Station
Mila Kaladjurdjevic,Cat Run
Mila Kaladjurdjevic,Kill'em All
Finbar Lynch,Rawhead Rex
Finbar Lynch,The Numbers Station
Alexandria DeBerry,Tales From the Hood 2
Kristen Sawatzky,Silent Night
Kristen Sawatzky,Radius
Charles Esten,The Postman
Charles Esten,Thirteen Days
Shôta Sometani,As the Gods Will
Shôta Sometani,First Love
Michael Bryant,A Night to Remember
Michael Bryant,Torture Garden
Julia Maxwell,Scarecrow
Ken'ichi Takitô,Terra Formars
Ken'ichi Takitô,Sekigahara
Takehiro Hira,Sekigahara
Takehiro Hira,Snake Eyes
Leonardo Nam,The Fast and the Furious: Tokyo Drift
Suk-kyu Han,The President's Last Bang
Suk-kyu Han,The Prison
Don Novello,Saturday Night Live
Janette Scott,How to Lose Friends & Alienate People
Forrie J. Smith,Dance with the Devil
Forrie J. Smith,Seven Mummies
Grace Phipps,Dark Summer
Grace Phipps,Tales of Halloween
Elizabeth Maclellan,Puppet Master II
David Villalpando,The Arrival
David Villalpando,Dance with the Devil
Cory Hardrict,Return of the Living Dead: Rave to the Grave
Cory Hardrict,Lovelace
Mansaku Ikeuchi,Parasyte: Part 1
Nawazuddin Siddiqui,Kick
Nawazuddin Siddiqui,Talaash
Peter Blythe,Frankenstein Created Woman
Peter Blythe,A Challenge for Robin Hood
Matthew Mercer,Batman: Bad Blood
Matthew Mercer,Mortal Kombat Legends: Battle for the Realms
Denis Akiyama,Johnny Mnemonic
Denis Akiyama,Resident Evil: Afterlife
John Novak,Legends of the Fall
John Novak,Stranger in the House
Daniel Giménez Cacho,Come Out and Play
Laverne Cox,The Rocky Horror Picture Show: Let's Do the Time Warp Again
Laverne Cox,Jolt
Nicholas Woodeson,The Pelican Brief
Nicholas Woodeson,The Man Who Knew Too Little
Reiko Hitomi,The Human Condition III: A Solider's Prayer
Reiko Hitomi,Genocide
Chris Owen,Dear Wendy
Chris Owen,The Mist
Jet Tranter,Lady Bloodfight
Jet Tranter,Thor: Ragnarok
Julia Dietze,Bullet
Julia Dietze,Plan B: Scheiß auf Plan A
Ralph William Tarr,The Haunting of Whaley House
Ralph William Tarr,Airplane vs. Volcano
Harley Morenstein,Holidays
Harley Morenstein,Yoga Hosers
Maria Olsen,The Haunting of Whaley House
Maria Olsen,I Spit on Your Grave: Deja Vu
Jerry Nelson,The Muppet Christmas Carol
Shelly Varod,Conan the Barbarian
Shelly Varod,Spiders 3D
Alan Young,The Time Machine
Alan Young,Time Machine: The Journey Back
Warren A. Stevens,Alligator II: The Mutation
Mickey Knox,Day of the Cobra
Mickey Knox,Nosferatu In Venice
Krista Nell,The Slasher
Krista Nell,The Bloodsucker Leads the Dance
Guy Mairesse,"A Reason to Live, a Reason to Die"
